Image,Title,Rating,Price,Ad/Organic Result
https://m.media-amazon.com/images/I/81sI6re6MPL._AC_UL320_.jpg,"Lenovo LOQ, Intel Core i5-13450HX, 13th Gen, NVIDIA RTX 3050-6GB, 16GB RAM, 512GB SSD, FHD 144Hz 300Nits, 15.6""/39.6cm, Windows 11, MS Office 21, Grey, 2.4Kg, 83DV00BHIN, 100% sRGB Gaming Laptop",4.0,"37,000",Organic
https://m.media-amazon.com/images/I/81adHsgHydL._AC_UL320_.jpg,"Lenovo IdeaPad Slim 3 13th Gen Core i3-1305U (8GB RAM/512GB SSD/Integrated Intel UHD Graphics/14 inch (35.5cm)/Windows 11/ MS Office 2021/Grey/1.3Kg), 82X6004GIN Thin & Light Laptop",4.1,"37,000",Organic
https://m.media-amazon.com/images/I/71phX67q6zL._AC_UL320_.jpg,"HP 15S AMD Ryzen 5000 (16GB Ram/512GB SSD/Fhd/Windows 11/Ms Office 21/Backlit Keyboard/ 15.6"" (39.6 Cm)/Silver/2.21 Kg) Eq2305Au/Eq2182Au Laptop",4.0,"37,000",Organic
https://m.media-amazon.com/images/I/81+SKGgJ9yL._AC_UL320_.jpg,"Lenovo IdeaPad Slim 3 12th Gen Intel Core i3-1215U 15.6"" (39.62cm) FHD Thin & Light Laptop (8GB/512GB SSD/Intel UHD Graphics/Windows 11/Office Home 2024/1Yr ADP Free/Arctic Grey/1.63Kg), 82RK01ABIN",4.0,"37,000",Organic
https://m.media-amazon.com/images/I/51KL3aOZ0tL._AC_UL320_.jpg,"Acer Aspire Lite 12th Gen Intel Core i3-1215U Thin and Light Metal Laptop (Windows 11 Home/8GB RAM/512GB SSD/Intel UHD Graphics/MSO) AL15-52, 39.62cm (15.6"") Full HD Display, Steel Gray(UN.AA3SI.03N)",4.0,"37,000",Organic
No Image,No Title,No Rating,"62,990..00",Organic
https://m.media-amazon.com/images/I/51gdnePMkNL._AC_UL640_QL65_.jpg,iBELL SL-30B Digital Electronic Safe Locker for Personal and Office Use | 30L Black Locker with White LED Light and Emergency Key Access ..,No Rating,"6,160",Sponsored
https://m.media-amazon.com/images/I/51gdnePMkNL._AC_UL640_QL65_.jpg,iBELL SL-30B Digital Electronic Safe Locker for Personal and Office Use | 30L Black Locker with White LED Light and Emergency Key Access ..,No Rating,"6,160",Sponsored
https://m.media-amazon.com/images/I/71gtGGVS3NL._AC_UY218_.jpg,"ASUS Vivobook 16X, 16"" FHD+,44Hz 300nits, Intel Core i5-12500H Processor,(16GB RAM/512GB SSD/GeForce RTX 2050/Windows 11/MS Office 365 Basic(1Year)*/50WHr Battery/Cool Silver/1.8 Kg), K3605ZF-RP458WS",No Rating,"59,990",Organic
https://m.media-amazon.com/images/I/71GDhlX-E-L._AC_UY218_.jpg,DELL (Renewed) Latitude 3440 (2024) Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Intel UHD Graphics/Windows 11 Pro) Thin and Light Business Laptop/14 HD Display/Grey/1.5 kg/,2.7,"59,990",Organic
https://m.media-amazon.com/images/I/51aoXk4rzXL._AC_UY218_.jpg,Lenovo V14 i5 8th Gen/4GB/256GB SSD/DOS,3.8,"59,990",Organic
https://m.media-amazon.com/images/I/71ou62Gk88L._AC_UY218_.jpg,"HP 15, 14th Gen Intel Core 3-100U, 8GB DDR4, 512GB SSD, Anti-Glare, Micro-Edge, 15.6-inch(39.6cm) FHD Laptop, Intel Graphics, 1080p FHD Camera, Backlit KB (Win 11, Office 21, Silver, 1.59kg) fd1095tu",5.0,"59,990",Sponsored
https://m.media-amazon.com/images/I/71DRfT-xl2L._AC_UY218_.jpg,"MSI Modern 14, Intel 12th Gen. i3 1215U,36CM Laptop(8GB/512GB NVMe SSD/Windows 11 Home/UHD Graphic/Classic Black/1.4Kg),C12MO-1205IN",4.1,"59,990",Sponsored
https://m.media-amazon.com/images/I/617U7C1iQkL._AC_UL640_QL65_.jpg,Verilux® USB C Hub 6 in 1 with 87W Power Delivery & USB C Data Transfer Multiport Adapter with 4K@30Hz HDMI SD/TF Card Reader 3.0 USB Hub Type C Hub for MacBook iPhone with Storage Bag 24CM Long Cable,4.0,"59,990",Sponsored
https://m.media-amazon.com/images/I/51gdnePMkNL._AC_UL640_QL65_.jpg,iBELL SL-30B Digital Electronic Safe Locker for Personal and Office Use | 30L Black Locker with White LED Light and Emergency Key Access ..,No Rating,"6,160",Sponsored
https://m.media-amazon.com/images/I/71I8fH4-pGL._AC_UY218_.jpg,"Geonix 1.5 Meter Laptop Power Cable/Cord, 2 Years Warranty (Black)",No Rating,99,Organic
https://m.media-amazon.com/images/I/51Kdw-clYfL._AC_UY218_.jpg,"65W Laptop Charger for HP Pavilion x360 14 15 17, HP Envy 13 15 X360, HP Elitebook 840 G5, HP ProBook HP Chromebook HP Stream Series, HP Spectre 710412-001 19.5V 3.33A HP Adapter",4.4,99,Organic
https://m.media-amazon.com/images/I/71Svo3YjmHL._AC_UY218_.jpg,"ASUS Vivobook Go 14, 14"" FHD (1920 x 1080), AMD Ryzen 5 7520U Processor,(16GB RAM/512GB SSD/AMD Radeon iGPU/Windows 11/MS Office 365 Basic (1Year)*/Office Home 2024/Black/1.38 kg),E1404FA-NK5542WS",3.0,99,Organic
https://m.media-amazon.com/images/I/71qpcLRYtNL._AC_UY218_.jpg,"Zaptec 25 in 1 Precision Small Magnetic Screwdriver Set Multi Pocket Repair Tool Kit for Mobile, Laptop, Electronics, iPad, Mackbook, Watch",4.2,99,Organic
https://m.media-amazon.com/images/I/61qLqPuSszL._AC_UY218_.jpg,"Dyazo ABS Plastic Laptop Stand Height & Angle Adjustable | Foldable | Portable | Laptops Raiser Compatible for MacBook, Lenovo, HP, Dell & Other notebooks Upto 15.6 inch (Black)",4.3,99,Organic
https://m.media-amazon.com/images/I/71oiy2vBmwL._AC_UY218_.jpg,"Lenovo LOQ 2024 12th Gen Intel Core i5-12450HX 15.6"" (39.6cm) 144Hz 300Nits FHD Gaming Laptop (16GB/512GB SSD/NVIDIA RTX 4050 6GB/Win/Grey/2.4Kg), 83GS003VIN +M210 Mouse",No Rating,"74,389",Organic
https://m.media-amazon.com/images/I/81adHsgHydL._AC_UY218_.jpg,"Lenovo IdeaPad Slim 3 13th Gen Core i3-1305U (8GB RAM/512GB SSD/Integrated Intel UHD Graphics/14 inch (35.5cm)/Windows 11/ MS Office 2021/Grey/1.3Kg), 82X6004GIN Thin & Light Laptop",4.1,"74,389",Sponsored
https://m.media-amazon.com/images/I/71gaqhm080L._AC_UY218_.jpg,"Lenovo IdeaPad 3, Intel Core i3-1215U, 12th Gen, 8GB RAM, 512GB SSD, FHD, 14""/35.5cm, Windows 11, MSOffice 2021, Arctic Grey, 1.43Kg, 82RJ00FUIN, 1 Year Warranty, 3months Game Pass, Thin& Light Laptop",4.0,"74,389",Sponsored
https://m.media-amazon.com/images/I/51gdnePMkNL._AC_UL640_QL65_.jpg,iBELL SL-30B Digital Electronic Safe Locker for Personal and Office Use | 30L Black Locker with White LED Light and Emergency Key Access ..,No Rating,"6,160",Sponsored
https://m.media-amazon.com/images/I/61q4199LnpL._AC_UY218_.jpg,"NHCDFA 2Pcs Laptop Stand, Laptop Holder, Laptop Phone Mount with 2 Adjustable Angles Self Adhesive Invisible Notebook Stand Mini Foldable Portable Computer Keyboard Riser",No Rating,349,Organic
https://m.media-amazon.com/images/I/71S2YjUCOGL._AC_UY218_.jpg,"HP Laptop 15s, AMD Ryzen 3 5300U, 15.6-inch (39.6 cm), FHD, 8GB DDR4, 512GB SSD, AMD Radeon Graphics, Thin & Light, Dual Speakers (Win 11, MSO 2019, Silver, 1.69 kg), eq2143AU/eq2212au",4.0,349,Organic
https://m.media-amazon.com/images/I/71gaqhm080L._AC_UY218_.jpg,"Lenovo IdeaPad 3, Intel Core i3-1215U, 12th Gen, 8GB RAM, 512GB SSD, FHD, 14""/35.5cm, Windows 11, MSOffice 2021, Arctic Grey, 1.43Kg, 82RJ00FUIN, 1 Year Warranty, 3months Game Pass, Thin& Light Laptop",4.0,349,Sponsored
https://m.media-amazon.com/images/I/719+CaSnPxL._AC_UY218_.jpg,"Lenovo V15 12th Gen Intel Core i7-1255U 15.6"" FHD Thin and Light Laptop (16GB RAM/512GB SSD/Windows 11 Home/MS Office Home & Student 2021/Iron Grey/1.70 kg), 82TTA073IN",3.1,349,Sponsored
https://m.media-amazon.com/images/I/51gdnePMkNL._AC_UL640_QL65_.jpg,iBELL SL-30B Digital Electronic Safe Locker for Personal and Office Use | 30L Black Locker with White LED Light and Emergency Key Access ..,No Rating,"6,160",Sponsored
https://m.media-amazon.com/images/I/7182A3HpuML._AC_UY218_.jpg,"Lenovo IdeaPad Slim 3 13th Gen Intel Core i3 15.6"" (39.6cm) FHD Laptop (8GB/512GB SSD/Win 11/Office 2021/1 Year Warranty/Alexa Built-in/3 Month Game Pass/Arctic Grey/1.62Kg), 82X70034IN",No Rating,"37,000",Sponsored
https://m.media-amazon.com/images/I/71gaqhm080L._AC_UY218_.jpg,"Lenovo IdeaPad 3, Intel Core i3-1215U, 12th Gen, 8GB RAM, 512GB SSD, FHD, 14""/35.5cm, Windows 11, MSOffice 2021, Arctic Grey, 1.43Kg, 82RJ00FUIN, 1 Year Warranty, 3months Game Pass, Thin& Light Laptop",4.0,"37,000",Sponsored
https://m.media-amazon.com/images/I/61ZEkMXevXL._AC_UY218_.jpg,"Lenovo Tab Plus with Octa JBL Hi-Fi Speakers| 8 GB RAM, 128 GB ROM| 11.5 Inch, 2K, 90 Hz Refresh| Wi-Fi Tablet| Android 14| 45 W Fast Charger| Built-in Kickstand| Color: Luna Grey",4.3,"37,000",Organic
https://m.media-amazon.com/images/I/81ryNdYePXL._AC_UY218_.jpg,"Dyazo Laptop Sleeve Compatible for 13"" / 13.3 Inch Notebook Compatible with MacBook Pro/Air & all Notebooks with 2 front Accessory Pocket with handle (Blue)",4.3,"37,000",Organic
https://m.media-amazon.com/images/I/61qlp++x+7L._AC_UY218_.jpg,"HP Laptop 15, AMD Ryzen™ 5 7520U, 15.6-inch (39.6 cm), FHD, 8GB LPDDR5, 512GB SSD, Dual Speakers,MSO,Windows 11,Natural Silver, 1.69 kg, 15s-fc0155AU",5.0,"37,000",Sponsored
https://m.media-amazon.com/images/I/71w7I7krBVL._AC_UY218_.jpg,"ASUS Vivobook 15, Intel Core i3-1215U, 8GB RAM, 512GB SSD, FHD 16:9 60Hz 250nits, 15.6""/39.6cm, Windows 11 Home, Office 2021, Cool Silver, 1.7KG, X1504ZA-NJ320WS, Intel UHD Graphics, Backlit Laptop",3.8,"37,000",Sponsored
